ID,A1,A2,A3,A4,A5,Score
3551__lost_25__survey_15,1,1,0,0,0,0.344930713493
4907__glanced_3__support_7,2,1,1,1,0,0.586610971754
6757__freeing_17__necessity_21,2,2,1,1,0,0.639198690058
1880__wish_4__harm_6,2,1,1,1,0,0.646115729804
1680__fell_11__wall_7,1,0,0,0,0,0.203481758992
5089__awkwardly_3__fiddled_2,3,2,2,2,1,1.40160364181
3595__concern_3__sidelines_11,1,0,0,0,0,0.166055434504
6271__provide_16__form_20,1,1,1,0,0,0.369248292463
1275__increased_17__rise_3,2,1,1,0,0,0.370467441431
474__pile_12__considered_18,2,1,1,1,1,0.708126180191
838__campaigns_13__orchestrated_11,3,2,2,2,1,1.50195618155
1534__calls_7__carried_14,3,2,1,1,0,0.903525677419
3088__closely_16__system_14,1,1,1,0,0,0.348785291464
6430__analysis_33__based_24,2,1,1,0,0,0.385252966738
2708__tenants_6__charge_5,1,1,1,0,0,0.490199202264
6458__packaged_24__appeal_28,2,2,1,0,0,0.393526398362
2155__bursting_17__packed_5,1,0,0,0,0,0.162292337136
189__boards_6__sat_2,3,2,1,1,1,0.840375732568
1030__themselves_22__commit_21,3,2,1,1,0,0.933553168111
1491__CEGB_7__divided_10,1,1,1,0,0,0.490199202264
1500__ill-equipped_10__strain_2,2,1,0,0,0,0.263531856667
5596__rods_16__infant_14,3,3,2,2,1,1.49995317985
3142__probation_18__proposes_13,2,0,0,0,0,0.190408255052
6955__produce_15__situation_17,2,2,1,1,0,0.684377549799
4542__models_19__sophisticated_16,3,1,1,0,0,0.539719671735
10025__Bloody_1__hell_2,2,1,1,1,1,0.737862559103
841__presence_3__seats_13,1,0,0,0,0,0.166055434504
6800__ideal_57__defining_56,2,2,2,2,2,1.3432651358
2652__test_29__satisfies_32,2,1,1,1,0,0.553754822936
2829__beds_9__block_6,1,0,0,0,0,0.203481758992
8557__discussion_13__reopened_11,2,1,1,1,0,0.51185514687
1246__songs_3__rebellion_9,2,1,0,0,0,0.385310145152
5709__salad_28__attacked_24,3,3,2,2,1,1.2394102407
5445__time_19__passed_21,1,1,1,1,1,0.641717981073
3543__independent_32__sector_34,3,2,1,1,0,0.591465880232
1691__praise_11__team_18,2,1,0,0,0,0.402014526571
594__lengths_37__goes_39,2,1,1,1,1,0.702635286376
3087__swirling_35__round_36,3,2,1,1,1,0.847864367396
6644__history_18__decomposes_19,3,3,3,2,0,1.76853398604
6751__crowned_23__elevation_26,3,3,3,2,1,1.41198813927
4989__voice_14__action_9,2,2,1,0,0,0.37887653234
8072__H-bomb_10__carrying_8,3,2,1,0,0,0.487990924861
6677__appeal_40__suggests_36,2,1,1,0,0,0.455140550143
2792__quarter_15__atmospheric_13,3,3,3,2,2,2.00172861045
2596__omission_47__follow_42,2,2,1,1,0,0.610821318784
1852__role_40__acts_37,2,2,1,1,0,0.652809239867
1634__home_24__closer_22,2,1,1,0,0,0.449582747818
6388__Overall_1__reduction_6,2,2,1,0,0,0.478810207875
5050__spy_8__port_9,3,3,3,2,1,1.93398863548
6944__rights_6__exercise_3,3,1,1,1,0,0.56937607768
6964__mutinous_6__condition_7,3,3,3,2,0,1.41206953457
2542__modern_9__rule_2,2,1,0,0,0,0.301505355478
6217__checklists_7__forms_5,3,2,1,0,0,0.398064894108
11193__sore_5__Stuck_1,3,3,2,1,1,1.04875260401
482__stayed_3__top_4,2,2,1,1,1,0.755447735276
5709__attacked_24__starving_34,3,0,0,0,0,0.238847891828
6458__view_66__world_65,3,2,1,1,1,0.752053611669
2790__D120_22__changes_26,1,1,1,0,0,0.429842028341
586__country_29__underlined_6,2,0,0,0,0,0.242762201555
455__penury_11__slipped_9,3,3,3,3,0,1.92340995527
4800__allow_3__dictated_7,2,2,1,1,0,0.66433994355
1887__realising_16__immediately_14,2,1,1,0,0,0.408613021706
1853__sentiments_42__reflect_37,2,1,1,1,0,0.679489270806
1854__infused_15__network_3,3,3,2,0,0,0.936123489078
1691__own_17__team_18,1,1,0,0,0,0.443211791586
505__sort_9__trying_7,1,1,1,0,0,0.369248292463
6435__classes_25__build_8,2,2,1,0,0,0.337240695399
1001__garden_36__emerge_39,2,2,2,1,0,0.741874847999
1393__suggestion_15__loss_17,2,2,2,0,0,0.618594879928
2990__dolphins_12__capacity_10,2,0,0,0,0,0.152858155592
9961__finish_20__spent_18,2,1,1,0,0,0.455237879785
9071__fell_2__little_6,2,2,1,0,0,0.610631811147
4987__ceremonial_16__armour_17,3,3,2,2,0,1.4859661273
2555__sufficiently_22__refined_23,3,2,2,2,1,1.42373093361
995__space_25__overflow_22,3,2,2,2,0,1.02961588592
1033__buyers_16__arrange_18,1,1,0,0,0,0.283350781753
4645__British_12__industry_14,2,2,1,0,0,0.393030872315
3702__theories_6__seen_10,1,1,1,0,0,0.399572391316
1773__rights_21__call_23,2,2,2,1,0,0.603725826297
193__guidance_34__emerged_31,2,2,2,1,0,0.756941890662
1190__mills_13__worth_21,1,1,1,0,0,0.38252384674
7079__purpose_6__double_5,2,2,2,1,1,0.722122956036
681__evidence_19__supports_20,3,2,1,1,1,0.711724791553
3032__aid_11__rush_6,3,1,1,0,0,0.591591356966
1489__commercial_13__plans_18,3,2,1,1,0,0.684377549799
4537__input_17__rendering_18,3,2,0,0,0,0.540931442666
7053__invested_14__bring_16,1,1,1,0,0,0.387213291284
6505__enable_22__aim_5,2,1,1,0,0,0.453813332699
6442__assumptions_7__meet_19,1,1,0,0,0,0.32454711561
7019__views_19__strategy_2,1,0,0,0,0,0.161833212282
1465__bury_24__reservations_26,3,2,2,2,0,1.04105274159
3736__information_34__handling_35,1,1,1,1,1,0.611621982927
7096__accused_24__immediately_23,2,1,1,1,0,0.605643977372
1028__finance_19__arranging_17,1,1,1,1,0,0.535425775213
1524__true_9__response_13,1,1,1,1,0,0.509988493854
1736__distinct_7__phases_8,2,2,1,1,0,0.574426023537
732__ranking_26__lowly_24,2,2,2,1,0,0.740584122306
5341__considered_15__passed_5,1,0,0,0,0,0.185479867625
6703__financial_10__burden_11,1,1,1,1,1,0.641717981073
2731__sense_20__grows_23,3,2,2,1,0,0.942164857927
5178__stock_17__tightening_14,1,1,1,0,0,0.375934180409
1235__dramatist_6__uncover_8,3,3,2,1,1,1.18583871575
2045__thinking_20__lit_16,2,1,0,0,0,0.264242146059
2983__EC_12__assistance_13,1,0,0,0,0,0.17638789865
3481__reports_5__suggest_10,1,1,1,0,0,0.385252966738
6303__play_18__role_21,2,2,1,1,0,0.679489270806
3485__widely_40__represented_41,2,2,1,1,1,0.72888245155
5192__pillbox_22__mouth_18,3,3,3,2,1,1.74475561287
3637__form_3__relied_4,2,1,1,1,0,0.603797055017
6967__party_14__steady_12,3,3,3,3,1,2.08654199526
6357__foreclosure_26__route_31,3,2,0,0,0,0.255869739425
5226__armchair_12__-backed_10,3,2,1,1,0,0.629640141866
6470__overview_6__section_3,2,1,1,0,0,0.409078086091
4528__useful_5__tool_7,1,1,0,0,0,0.425465709937
5655__lasciviously_48__dropped_49,3,3,2,2,2,1.72986548871
1308__logic_8__appropriation_11,3,2,2,0,0,0.601077327761
3752__challenges_4__highlights_2,3,2,2,1,0,0.765157868523
3505__containment_14__forces_17,3,2,2,1,0,0.923018379
1361__world_32__displayed_28,3,1,1,0,0,0.38252384674
1271__artistic_10__terrain_11,3,2,2,1,1,1.20310966066
998__garden_12__goal_7,3,2,1,1,0,0.586667032238
7058__collection_27__coordination_23,3,2,2,1,0,0.596928610971
9256__nerve_72__release_70,2,2,2,1,1,0.741874847999
4565__banks_22__held_18,2,1,0,0,0,0.394239242167
3578__argues_14__central_11,2,1,1,1,0,0.723089032317
757__Westerns_2__gladiatorial_5,2,2,0,0,0,0.423656483988
4545__spatial_21__sampling_22,3,0,0,0,0,0.352990472614
12128__probably_11__upsetting_12,2,1,1,0,0,0.478085258094
1791__experienced_8__disappointment_12,3,1,1,0,0,0.526603230163
1008__Houses_3__gone_10,2,1,1,0,0,0.473222503022
7027__bloodshed_15__landslide_27,3,3,0,0,0,0.413201114861
6677__paradise_44__appeal_40,3,1,1,0,0,0.548780942463
3646__picked_56__echoes_52,2,2,2,1,1,0.756941890662
163__monograph_35__section_32,2,1,0,0,0,0.38574220204
3627__mixture_3__images_7,2,1,1,1,1,0.636919133078
8470__official_3__sources_4,1,1,1,1,1,0.639191860351
3532__agencies_53__variety_51,1,1,1,0,0,0.490199202264
167__music_7__scale_13,2,2,1,1,0,0.615582202222
630__exist_24__plants_21,1,1,0,0,0,0.27112879656
6414__courses_12__range_10,2,1,1,1,0,0.673238089108
3590__feelings_18__powerlessness_22,2,2,0,0,0,0.30505021009
634__forced_18__clean_20,2,1,1,0,0,0.425737145882
2559__brings_2__discussion_4,1,1,1,1,1,0.641717981073
1861__units_38__employed_34,2,1,1,0,0,0.46960432651
3748__discusses_9__role_11,2,1,1,1,0,0.612870166954
6965__decision_40__regretting_37,1,1,0,0,0,0.31772296583
3518__spirit_55__sense_45,2,2,0,0,0,0.318980149882
15950__staying_6__traipsing_13,3,0,0,0,0,0.186772415178
169__age_25__advanced_24,2,1,1,1,1,0.660718485287
6365__girl_3__situation_9,2,1,0,0,0,0.310150501857
4491__metal_46__plants_48,2,1,0,0,0,0.330259383903
3733__exert_12__format_10,1,0,0,0,0,0.175380473786
1246__songs_3__emblems_6,3,3,3,3,0,1.76605968338
1930__community_44__responsible_40,1,0,0,0,0,0.203481758992
591__fears_13__aimed_10,3,2,1,0,0,0.798025039595
2516__offence_21__serious_20,1,1,1,1,1,0.654822237927
6521__worker_6__network_9,1,1,1,1,0,0.492585015528
5180__clip_17__range_21,2,2,2,1,0,0.699731361733
11254__type_7__save_4,1,0,0,0,0,0.203481758992
107__yesterday_5__welcomed_6,1,1,0,0,0,0.239714920179
1852__constitute_15__network_4,2,1,1,0,0,0.541821978581
7035__criticisms_26__heard_36,2,2,1,1,0,0.635329201554
1481__months_26__fleet_9,2,0,0,0,0,0.189702089847
6428__change_5__attitudes_9,1,1,1,0,0,0.375810971696
5723__drug_7__verges_9,3,2,2,0,0,0.758413133875
1287__urgency_39__drive_43,3,2,1,1,0,0.752053611669
2533__crimes_20__elements_25,2,1,1,1,0,0.662852827543
6362__expression_8__regard_5,3,2,2,2,1,1.42373093361
6167__cost_10__viewpoint_5,2,1,0,0,0,0.312023301775
6286__manual_5__divided_8,3,2,2,1,0,0.752053611669
198__sport_2__sources_13,2,0,0,0,0,0.203481758992
1872__masonry_11__craft_8,3,3,2,1,1,1.16621534458
4645__industry_14__centre_9,2,1,1,0,0,0.406851582613
1776__contribution_16__held_3,1,1,0,0,0,0.239714920179
4852__hair_11__fair_10,3,2,2,1,1,0.963632301813
1191__re-use_2__encouraged_9,1,1,0,0,0,0.32454711561
9229__deal_4__deal_2,2,0,0,0,0,0.168917320243
3071__passive_21__allowing_17,2,1,1,0,0,0.649653712343
1747__relationship_8__built_9,1,1,1,1,1,0.661469873036
6469__systems_25__barriers_21,2,2,1,1,0,0.566915140275
4559__developers_23__failed_27,1,1,0,0,0,0.320353825024
1465__mean_55__growth_31,2,1,1,0,0,0.41180720609
6153__cross-referencing_25__units_23,2,1,0,0,0,0.262552971663
1568__citizens_19__extend_16,2,1,1,1,0,0.633984961622
857__rust_15__succumbed_13,3,3,3,2,0,1.71894081784
197__term_3__reduced_10,1,1,0,0,0,0.384156674618
5230__sea_42__moaning_39,3,2,2,1,1,0.965644797923
2584__homicide_17__degrees_15,1,1,1,0,0,0.349736097341
1068__fascination_5__exert_3,3,3,2,1,0,1.018409542
1491__generating_16__range_14,2,1,1,0,0,0.490956778022
1260__success_12__eye_9,2,2,2,0,0,0.751020953701
3561__British_22__seen_10,1,0,0,0,0,0.166055434504
1324__debates_6__illustrates_5,3,1,1,0,0,0.325856082739
2768__reserve_50__game_49,3,2,1,1,1,0.76855199213
6331__former_22__views_26,2,2,1,1,0,0.671423958482
3560__interplay_10__decay_13,3,1,1,0,0,0.67996755208
5846__hull_47__sigh_26,2,0,0,0,0,0.189702089847
6482__range_24__wide_23,1,1,1,1,0,0.504554630774
3497__picture_2__painted_3,2,1,1,1,0,0.497964964442
167__music_7__prolific_4,2,2,1,0,0,0.420080637713
3124__commitment_6__contained_4,2,1,1,0,0,0.346463204142
1684__weaknesses_18__exploited_16,2,2,1,0,0,0.408498132637
13129__train_5__miss_3,1,1,1,0,0,0.40328778899
2737__line_21__leaned_30,3,2,2,1,0,0.791585839283
1961__railway_14__closed_16,2,1,0,0,0,0.333848693614
4664__appearance_2__stir_14,3,2,0,0,0,0.397329621855
3519__economies_36__strengthen_34,1,1,1,1,0,0.504554630774
11235__gon_3__stick_8,1,0,0,0,0,0.141507567532
150__liveliness_19__lost_17,3,2,2,1,0,0.741874847999
5184__free_2__tentacles_6,2,1,1,0,0,0.407857499647
6746__totally_23__expunged_24,3,2,1,1,1,1.06424121898
5846__quarter-wave_53__curl_50,3,3,3,3,2,2.08654199526
6603__themselves_27__impose_26,2,1,1,1,0,0.669104009241
7003__words_28__furnish_26,3,2,2,2,2,1.47672253188
1313__forms_17__closest_14,1,1,0,0,0,0.325691549224
1247__light_10__regard_5,1,1,1,1,0,0.594706106907
2660__killings_28__mark_25,1,1,1,0,0,0.38252384674
901__pessimists_4__dismiss_9,1,1,1,0,0,0.375934180409
6447__beginning_22__action_25,1,1,1,0,0,0.38252384674
1891__extension_6__strategy_12,3,1,1,1,0,0.638829534046
3613__structures_18__raised_30,2,1,1,1,0,0.604274035289
13765__weeks_9__running_5,2,2,1,0,0,0.368612776806
5368__left_9__past_15,2,1,0,0,0,0.289647859904
6955__rests_28__situation_17,3,1,1,0,0,0.411028937118
3741__importance_29__attached_32,2,0,0,0,0,0.279993386898
6713__aroused_5__meant_6,2,2,2,1,0,0.616333345485
2136__rise_16__blow_19,3,2,0,0,0,0.379227650735
6796__existence_49__conception_45,2,2,2,0,0,0.484307861739
2564__policy_7__introducing_5,1,1,1,1,0,0.583378160186
3466__minority_27__tiny_26,2,2,1,1,1,0.637070648229
4582__own_35__creation_36,2,2,1,1,0,0.619346598483
6345__child_9__arise_5,1,1,1,0,0,0.402392198146
1971__odour_32__caught_28,3,2,2,1,0,0.892687837537
2837__riots_4__propelled_5,3,3,2,1,1,1.36414601848
821__pupil_16__conducting_10,3,1,0,0,0,0.31894482886
581__tonnes_7__grinds_2,3,2,2,1,0,0.70249213195
4542__developed_22__allow_14,2,0,0,0,0,0.185479867625
1285__appeal_10__parallels_7,2,1,1,0,0,0.405128379649
3151__challenge_8__aim_2,1,1,0,0,0,0.305548836532
6417__definition_22__challenge_20,2,2,1,1,1,0.752053611669
6461__omissions_32__focus_19,2,2,0,0,0,0.360176109002
6904__invention_8__designed_9,2,2,1,1,0,0.591465880232
3101__target_14__set_10,2,1,1,1,1,0.64015117731
1262__chart_7__performance_8,2,1,1,1,1,0.703250952819
1083__web_10__picked_2,2,1,0,0,0,0.266971266057
3129__task_10__fighting_4,3,1,1,0,0,0.35905521313
6649__direction_12__discerned_16,3,3,2,1,1,1.49128817012
555__spending_16__sustained_25,3,1,0,0,0,0.378221733701
1524__move_2__signalled_4,3,2,2,1,1,0.963632301813
4733__whisper_4__world_11,3,2,2,1,0,0.769440864644
988__business_5__ticklish_4,3,3,3,3,2,2.2086063892
2568__diminished_18__discussed_11,1,0,0,0,0,0.123505676166
6243__ensure_14__content_19,3,1,1,1,0,0.728966404107
1313__clothing_19__forms_17,3,2,1,1,1,0.707661167605
4541__amount_20__massive_19,1,1,1,1,0,0.49745820645
86__supporter_14__bear_16,3,2,2,1,0,0.836981608961
633__closure_8__plants_11,1,1,1,0,0,0.490199202264
1311__cultural_37__choosing_6,1,1,0,0,0,0.401255713493
1038__villages_11__live_14,0,0,0,0,0,0.203022634137
937__body_8__tells_9,3,2,1,1,1,0.822910129632
5222__purpose_16__served_13,2,2,1,1,1,0.679892242707
3566__remove_28__scourge_30,3,3,2,2,1,1.39545242967
9857__idea_7__rough_6,2,1,1,1,1,0.699241162769
3696__suggesting_7__link_9,1,1,0,0,0,0.337032854536
8213__simpler_18__system_20,2,2,1,1,0,0.682883394413
1743__requests_35__change_34,2,2,1,1,0,0.547098064995
2981__means_10__found_5,3,1,1,0,0,0.597641544754
3539__planning_26__barriers_28,3,2,2,1,0,0.821355768864
3632__ground_13__conceived_9,3,2,1,1,0,0.62828261029
985__built_3__beds_2,2,1,1,1,0,0.447778210991
3220__participants_32__subject_36,1,1,1,0,0,0.369793077809
1684__Oldham_15__exploited_16,1,1,0,0,0,0.319254113047
1020__overwhelmed_23__response_26,2,1,1,1,0,0.692831707664
2954__challenging_10__head_6,1,1,0,0,0,0.31772296583
3079__real_22__return_23,3,3,2,1,0,0.994270517004
6948__remark_33__manages_18,2,2,1,0,0,0.448914970192
6965__parties_33__passed_35,2,1,1,1,0,0.673238089108
6750__family_7__connection_4,1,1,1,1,1,0.605455767239
705__revival_26__looms_30,3,3,1,0,0,0.478305799681
4580__green_7__light_6,2,1,1,1,1,0.641717981073
6459__redressed_20__balance_23,3,2,2,1,0,0.931999979918
3528__partnerships_7__vision_3,2,2,2,1,0,0.672284273133
3743__base_28__drawn_20,2,1,1,0,0,0.379418822466
1314__choice_16__directed_13,2,2,1,1,0,0.59771706193
1977__woman_5__taking_8,1,0,0,0,0,0.171158251564
539__impose_26__won_32,2,1,1,0,0,0.417126883904
8661__hurtling_15__crammed_6,3,2,0,0,0,0.474426223658
3677__non-delinquent_16__prone_10,3,2,1,0,0,0.5716120133
3567__institutions_27__based_32,1,1,1,1,0,0.583378160186
4578__expertly_25__caught_12,2,1,0,0,0,0.277047344685
8397__centuries_3__contacts_5,2,1,1,0,0,0.532798472537
2555__serve_6__mark_8,1,1,1,1,0,0.645463721683
3462__powder-keg_14__leads_15,3,3,2,0,0,1.11222525982
6459__development_37__followed_39,1,1,1,0,0,0.442593240199
3656__review_25__embarking_32,2,0,0,0,0,0.18565014877
5272__swathe_10__lay_13,3,3,3,2,0,1.3216867084
959__rod_33__golden_32,3,3,2,2,2,1.50995818376
193__proliferation_17__courses_24,2,2,0,0,0,0.377115042166
6530__questionnaire_15__designed_13,2,2,1,1,1,0.821055468147
6719__marked_21__contrast_2,3,3,1,1,0,0.950689086904
170__Seventies_27__bothered_22,1,1,0,0,0,0.294945733049
767__puff_5__dust_7,3,3,2,2,1,1.40529916359
3102__momentum_28__maintain_26,2,1,1,1,0,0.519987675385
6659__totalization_2__incarnation_7,3,2,1,0,0,0.327943730106
1581__laying_3__served_10,3,2,0,0,0,0.409726544196
2976__informed_7__announced_30,0,0,0,0,0,0.14429044577
3636__official_18__responses_19,1,1,1,1,1,0.639191860351
1839__leadership_16__issued_12,2,1,1,0,0,0.387822050535
6351__re-examined_19__values_17,3,3,1,1,0,0.739409992258
3197__discussions_28__materials_7,2,0,0,0,0,0.161833212282
1654__consider_8__creative_11,1,1,1,1,0,0.573781199151
6648__break_48__affirmation_39,2,1,0,0,0,0.310150501857
5655__precautions_29__dropped_49,2,0,0,0,0,0.189872370992
5205__punishment_51__combine_50,2,2,1,0,0,0.466571682172
6615__set_20__elements_22,2,1,1,0,0,0.400230017142
1867__midwife_5__freedom_7,3,3,2,2,0,1.37184288636
3195__contract_3__standard_2,2,1,1,0,0,0.407857499647
5375__infusion_8__physical_7,3,3,2,1,0,1.05297287799
6289__supplies_26__power_25,1,1,1,0,0,0.378663300407
2744__grass_17__blobs_10,3,0,0,0,0,0.203387859011
3528__indispensable_34__flexibility_28,3,3,3,2,2,2.03416104288
178__rules_19__designed_22,2,1,1,1,0,0.531665020385
1175__brilliant_4__move_5,1,1,1,1,1,0.641717981073
3068__wistfully_18__lines_24,3,2,2,0,0,0.601077327761
5597__bridge_9__boasted_2,3,3,2,1,0,1.0694911458
7087__Express_5__support_2,2,2,1,1,1,0.755447735276
6435__changing_15__tried_4,3,1,1,0,0,0.387658881475
6295__replacements_22__deal_18,2,1,1,1,1,0.682883394413
3442__regarded_7__threat_16,1,1,0,0,0,0.313926189807
6343__ego-identity_2__shaped_7,2,2,1,0,0,0.38752322219
3604__race_31__seen_27,3,2,2,1,0,0.855801266135
6203__expertise_23__level_21,1,1,0,0,0,0.239714920179
3726__actions_40__reaction_35,3,2,1,0,0,0.46200457976
2779__daughter_9__adoptive_8,1,1,0,0,0,0.305548836532
7077__editors_36__nursing_35,3,3,2,2,0,0.975438847941
657__cut_33__waiting_30,2,1,1,1,1,0.726426975343
3214__aims_26__support_29,2,1,1,1,0,0.640763024991
7008__argument_18__essentials_13,2,1,1,0,0,0.375934180409
3571__impact_23__spectre_48,2,2,0,0,0,0.340295118074
6209__vicissitudes_7__markets_9,3,3,2,1,1,1.33899953269
3537__effort_67__bring_69,1,1,1,0,0,0.41180720609
8250__Middle-Eastern_20__ruler_21,2,2,1,0,0,0.428921463893
1082__progress_16__canyon_27,3,1,1,0,0,0.397260998989
6680__unity_9__takes_13,2,1,0,0,0,0.310150501857
1273__example_16__dramatic_15,2,1,1,1,0,0.647089218476
873__items_4__charm_6,3,2,1,1,0,0.740584122306
2728__shoulders_57__bare_56,3,2,1,1,1,0.82303770043
7499__touches_2__support_7,2,2,1,0,0,0.539707761487
1269__establishment_10__attitudes_12,2,2,1,1,0,0.625835960186
1492__biggest_11__sacrificing_4,3,1,1,0,0,0.340641608047
3096__pay_33__calls_35,2,1,1,0,0,0.563911781133
6737__century_9__background_5,2,2,1,0,0,0.622730025722
3618__majority_19__vast_18,2,1,1,1,0,0.537098883464
6638__perspective_4__encounter_7,2,2,2,1,0,0.550756190631
1852__directive_47__outlining_48,2,1,0,0,0,0.29690592442
8363__flight_5__caught_3,1,1,1,1,1,0.639191860351
4540__maps_6__return_17,2,1,0,0,0,0.33502335901
6288__followed_4__section_8,1,1,1,1,0,0.525075354053
4928__pack_22__lying_23,2,1,1,0,0,0.406851582613
2773__attraction_12__low_8,2,1,1,1,1,0.598889641777
6383__age_21__pupils_10,1,0,0,0,0,0.123505676166
842__smoke_10__spewing_11,3,2,2,1,0,0.711561032737
444__add_21__spinelessly_9,3,3,0,0,0,0.407355378943
1503__climate_5__pick_18,2,2,0,0,0,0.333705451742
6550__issues_44__look_41,1,1,1,1,0,0.504554630774
9561__mincemeat_11__bloody_10,3,3,3,3,1,1.67127676494
6393__easier_5__stage_11,1,1,0,0,0,0.301505355478
6684__specificity_11__virtues_9,3,3,3,1,0,1.5572146253
1974__spot_16__note_14,3,2,2,1,0,0.94649602829
6355__values_20__hold_16,1,1,1,1,0,0.531665020385
178__officials_15__broken_18,1,1,0,0,0,0.372346209712
5613__ring_15__bells_17,3,2,2,2,0,1.26945599539
5569__leather_17__affair_18,3,3,3,2,0,1.38755418878
6726__mobilization_5__join_9,2,1,1,0,0,0.407857499647
6414__ineligible_6__range_10,2,0,0,0,0,0.123505676166
2586__extenuating_34__defined_33,3,3,2,2,1,1.32886150033
7086__pouring_4__return_11,3,2,1,1,0,0.740173219088
8652__start_25__middle_17,2,0,0,0,0,0.185479867625
1668__awkward_18__situation_19,3,2,1,1,1,0.727883479238
2606__circumstances_19__drawing_7,2,0,0,0,0,0.123505676166
667__tanker_5__spilled_6,2,1,1,0,0,0.387213291284
2769__wine_29__laced_30,3,2,1,1,0,0.746315750946
6968__opposite_26__worlds_27,2,2,2,2,1,1.03881165798
519__concede_13__gone_4,3,2,2,0,0,0.551641882671
6198__desirable_33__leads_36,2,1,1,0,0,0.306564661201
1797__continued_2__shine_4,2,1,1,1,0,0.633984961622
7012__beginnings_2__found_6,2,2,1,1,0,0.755447735276
1744__advent_2__languages_6,3,3,2,2,1,1.34702172384
3235__alternative_28__suspension_34,2,2,0,0,0,0.346360325079
5846__sleek_44__sliding_43,3,3,3,2,0,1.37364414165
3501__housing_3__conditions_4,1,1,1,0,0,0.409078086091
6752__judicial_60__system_61,1,1,0,0,0,0.269923871727
677__habits_31__maintain_28,2,1,1,0,0,0.378178809624
7044__system_4__introduced_6,1,1,1,0,0,0.391318173743
3483__urban_9__symptom_4,3,1,0,0,0,0.429168245377
6387__girls_4__reached_7,1,1,0,0,0,0.294767497678
4552__result_15__operations_18,1,1,1,0,0,0.391318173743
1523__links_8__two-way_6,2,0,0,0,0,0.21863593337
